ID	WCFS1.glc.1	WCFS1.glc.2	WCFS1.rib.1	WCFS1.rib.2	NC8.glc.1	NC8.glc.2	NC8.rib.1	NC8.rib.2
lp_0001	8100	9599	8144	7000	7117	8278	7457	6980
lp_0002	12679	15856	11539	11049	10815	14348	10552	10735
lp_0004	1795	1946	1470	1607	1489	1407	1587	1699
lp_0005	8538	8740	5699	7402	6497	8565	6581	8342
lp_0009	56040	42130	31941	23500	61965	37353	20498	18188
lp_0010	105615	90094	60086	52584	103873	91726	45530	44802
lp_0011	68724	63725	37616	37478	63512	66621	31123	31592
lp_0012	6956	7088	6693	7813	5982	6857	7613	8339
lp_0013	3968	3834	3215	4480	3153	4021	3562	4994
lp_0014	5029	4999	3983	4605	4206	4573	4658	5528
lp_0015	341	246	277	306	446	314	341	415
lp_0016	883	737	604	856	799	1038	956	1264
lp_0017	1546	1598	1217	1621	1621	1671	1961	2353
lp_0018	186	171	305	386	207	247	484	514
lp_0022	45	51	71	89	53	65	79	102
lp_0026	1248	1592	1549	1727	709	746	885	983
lp_0027	226	428	391	460	172	235	358	466
lp_0036	3684	4344	3041	3724	2991	4117	3802	4422
lp_0037	6402	6833	5198	5631	5289	5755	5452	5904
lp_0038	4327	4358	2923	3216	3456	3746	2752	3078
lp_0039	3073	3098	1788	2096	2120	2465	1463	1871
lp_0041	2912	2329	2743	3263	3053	2486	2803	3203
lp_0043	4982	4921	4781	4939	4874	5359	5809	6481
lp_0046	248	257	294	232	240	162	224	169
lp_0047	144	97	87	81	64	75	64	74
lp_0048	284	230	259	308	223	167	188	264
lp_0050	276	260	273	235	166	253	86	116
lp_0052	444	410	410	452	348	354	299	344
lp_0053	3998	4447	1734	1730	3633	3805	1784	1465
lp_0057	478	526	606	719	308	363	475	505
lp_0058	114	158	993	1219	120	198	1129	1274
lp_0059	84	73	191	122	62	36	97	108
lp_0060	15	26	26	48	17	24	23	27
lp_0061	75	63	64	110	49	57	55	71
lp_0062	49	52	65	89	49	50	42	62
lp_0063	27	23	581	612	34	43	632	699
lp_0066	277	334	330	292	329	322	243	263
lp_0068	488	611	482	511	531	509	569	577
lp_0070	441	487	940	970	761	1249	4289	4253
lp_0073	653	762	473	557	658	828	656	719
lp_0075	59	74	48	78	22	23	18	14
lp_0076	1058	964	908	1086	1126	1281	1359	1533
lp_0077	651	679	512	592	527	698	638	721
lp_0078	378	451	376	400	465	477	500	491
lp_0080	345	358	259	267	389	387	351	361
lp_0081	418	502	510	644	188	347	298	311
lp_0082	95	74	161	88	69	104	58	61
lp_0083	223	298	285	313	197	225	492	346
lp_0085	414	481	651	609	1922	2142	2400	1921
lp_0088	220	247	226	242	190	259	298	422
lp_0089	759	1018	761	903	504	825	664	694
lp_0091	1233	1530	993	1478	1084	1367	1510	1545
lp_0092	463	533	612	617	646	739	814	904
lp_0096	65	50	339	462	31	29	340	385
lp_0098	105	165	497	497	38	41	397	335
lp_0099	1590	1752	1630	815	1328	922	909	589
lp_0100	2886	3339	2678	2293	2685	2992	2372	2353
lp_0101	621	510	244	189	493	523	170	219
lp_0102	859	894	352	296	667	874	330	396
lp_0103	712	612	362	233	752	401	271	209
lp_0104	293	320	60	58	132	162	99	104
lp_0105	107	123	25	30	71	86	45	37
lp_0106	112	134	19	20	62	87	68	46
lp_0107	129	156	25	27	79	94	37	52
lp_0108	45	50	18	8	51	32	4	22
lp_0109	128	222	56	56	82	153	87	95
lp_0111	1750	2269	2263	3019	1020	1678	1576	1460
lp_0113	128	117	629	866	165	172	503	635
lp_0114	275	263	1145	1598	263	326	986	1318
lp_0115	212	237	977	1229	238	287	1006	1140
lp_0116	436	411	1778	2383	408	685	1777	2135
lp_0117	670	683	691	969	406	531	657	1064
lp_0118	1157	1436	2733	2871	1456	1919	4427	4100
lp_0119	821	1148	1110	1327	438	844	899	996
lp_0120	5180	5720	4919	5355	5658	5886	6690	6398
lp_0121	753	830	696	921	1247	1831	1767	2185
lp_0122	838	868	856	1100	1175	1523	1860	2037
lp_0124	8454	8457	6763	6536	7109	7996	6933	5498
lp_0126	5799	6247	7738	4880	4078	3341	3510	2664
lp_0127	193	200	200	171	31	38	26	24
lp_0128	269	304	284	251	253	330	281	293
lp_0129	411	485	440	438	439	417	499	430
lp_0130	13	10	14	11	25	19	32	18
lp_0132	791	782	563	707	638	845	796	792
lp_0133	366	322	231	408	170	226	207	311
lp_0134	481	377	319	425	148	246	159	274
lp_0136	60	57	49	99	47	63	57	70
lp_0137	819	821	1300	1453	714	768	1590	1452
lp_0138	2478	2602	1206	1277	3497	3884	1761	1745
lp_0139	8024	9214	25338	24536	9809	10622	23891	21513
lp_0141	20	28	14	22	18	22	24	23
lp_0145	1579	1954	897	794	1456	1939	758	943
lp_0146	358	497	279	253	261	349	210	203
lp_0148	1233	1410	1103	929	1551	1544	1142	1053
lp_0149	3060	3662	2677	2721	3348	4305	2959	3187
lp_0150	507	580	450	372	708	579	390	424
lp_0152	1165	1209	955	1184	947	1014	1032	1020
lp_0154	35	24	56	131	13	12	40	105
lp_0155	24	14	88	218	1	4	32	146
lp_0156	26	29	261	354	2	12	149	224
lp_0158	650	611	610	909	382	369	339	623
lp_0159	336	257	243	320	143	122	196	195
lp_0160	147	132	126	186	144	200	170	281
lp_0161	184	176	161	179	180	202	241	335
lp_0162	399	354	257	419	271	324	291	405
lp_0163	1104	963	883	1225	1096	1178	998	1353
lp_0164	2222	2954	1628	1632	2029	2685	2048	1786
lp_0165	97	115	117	115	104	94	89	88
lp_0166	502	644	564	583	428	479	449	469
lp_0168	1648	1764	1932	2355	64	70	759	746
lp_0169	1346	1351	1481	2161	49	53	534	711
lp_0170	602	616	735	800	12	18	305	351
lp_0171	1298	1286	1583	2012	52	60	675	723
lp_0172	302	272	602	740	270	251	550	561
lp_0173	213	289	617	731	179	280	585	669
lp_0174	493	649	1286	1406	505	586	1154	1339
lp_0175	412	520	1387	1518	585	667	1604	1653
lp_0176	30	38	157	191	74	53	174	188
lp_0177	23	32	70	73	29	23	80	104
lp_0178	58	68	177	201	46	56	174	164
lp_0179	87	103	241	250	94	105	249	311
lp_0183	3586	4056	3186	2708	2336	1810	1876	1627
lp_0184	186	292	710	699	247	286	803	702
lp_0185	216	248	300	307	206	231	297	277
lp_0187	226	268	197	168	229	271	246	221
lp_0188	468	482	498	495	474	472	575	561
lp_0190	1232	1380	793	744	1442	1653	556	615
lp_0192	1055	1034	591	555	1167	1513	333	389
lp_0194	693	707	571	540	523	714	512	596
lp_0197	1841	1649	1789	2713	2098	2755	2843	3967
lp_0199	1511	1622	1564	1567	1434	1410	1774	1541
lp_0202	127	190	94	125	147	200	108	104
lp_0203	355	433	217	295	302	522	245	287
lp_0204	229	215	161	133	168	216	117	113
lp_0205	294	344	345	450	250	354	382	416
lp_0206	2409	2960	4620	4776	2405	2701	4655	4600
lp_0207	601	631	619	616	541	564	693	665
lp_0208	620	816	406	491	394	684	319	395
lp_0209	1760	2219	1116	1240	997	1996	1045	1226
lp_0210	4161	4095	344	382	4241	4384	601	596
lp_0213	367	415	78	83	339	413	150	126
lp_0214	428	497	112	114	380	329	144	113
lp_0215	1124	1141	496	550	366	411	283	279
lp_0217	404	471	1132	940	563	571	1164	896
lp_0218	1472	1639	3663	3642	1684	1973	3674	3274
lp_0219	522	511	1442	1507	552	557	1142	923
lp_0220	891	989	1085	1294	982	1025	1234	1250
lp_0221	1025	1197	1382	1524	1352	1465	1804	1725
lp_0223	478	514	580	666	430	460	657	590
lp_0224	158	168	229	302	181	228	323	294
lp_0225	175	149	158	233	118	210	252	278
lp_0226	1411	1526	2625	4058	981	1013	3724	2962
lp_0228	1630	2363	2886	3818	1389	2290	3384	3299
lp_0230	151	178	179	145	333	386	257	259
lp_0231	564	667	1393	1507	826	975	1966	1851
lp_0232	212	188	626	594	282	246	599	618
lp_0233	648	703	1937	2068	853	837	2399	2374
lp_0235	2187	2960	2683	2947	2246	3420	3258	2654
lp_0236	754	725	530	561	436	485	615	608
lp_0239	1890	2329	500	493	1319	1805	578	611
lp_0240	33	41	718	765	31	43	978	832
lp_0242	87	125	1670	1954	83	123	2042	1833
lp_0243	1148	1328	1156	1176	1180	1111	1385	1322
lp_0244	493	534	389	353	435	449	440	409
lp_0254	97	131	74	67	129	181	81	65
lp_0255	286	376	158	195	262	322	150	138
lp_0256	127	155	67	107	110	202	90	96
lp_0257	4178	4471	3313	3397	3762	3760	3748	3436
lp_0259	1365	1316	394	411	1058	888	562	437
lp_0260	38	36	34	79	115	70	47	76
lp_0261	17	12	27	33	31	24	6	36
lp_0262	2289	1827	18	26	2260	2311	25	39
lp_0263	1442	1370	25	59	2180	2279	74	101
lp_0266	281	314	302	385	189	408	321	295
lp_0271	670	640	342	316	95	89	101	108
lp_0272	774	839	403	438	112	127	130	152
lp_0273	195	239	251	240	200	309	252	210
lp_0274	511	398	261	266	511	394	413	325
lp_0275	4244	3832	1882	2247	4062	3902	3167	2867
lp_0276	37	45	36	26	11	52	35	46
lp_0277	18	24	17	19	11	27	14	15
lp_0279	8	6	12	4	6	4	4	3
lp_0280	30	44	40	24	32	38	20	22
lp_0281	184	178	150	158	175	171	278	241
lp_0282	876	1256	1293	1750	761	1369	1776	2156
lp_0283	211	293	361	409	201	315	470	454
lp_0284	310	357	469	520	311	250	529	584
lp_0285	422	378	812	847	481	447	874	830
lp_0286	774	997	10097	10852	1096	1204	19232	17288
lp_0287	1523	2093	1320	1878	1021	2056	1574	1723
lp_0289	6	11	57	62	14	19	91	168
lp_0290	102	104	84	99	90	144	120	118
lp_0291	404	413	588	740	314	415	848	894
lp_0292	1558	1704	1015	1121	1818	2138	1251	1604
lp_0293	1927	1836	1332	1281	2286	2045	1338	1552
lp_0294	278	333	319	319	300	342	319	315
lp_0295	4125	4086	2832	2696	4579	5160	4098	4051
lp_0296	879	1065	738	1082	667	751	899	921
lp_0298	39	43	16	12	27	22	18	27
lp_0299	39	48	30	25	20	26	12	32
lp_0300	186	212	252	300	185	213	291	291
lp_0301	350	376	259	441	283	341	449	482
lp_0302	5627	5722	2960	2627	13698	13154	9921	9190
lp_0304	5870	5833	6593	6359	7389	8470	12224	11774
lp_0305	557	637	422	582	500	917	746	815
lp_0306	1060	1146	935	1092	874	1501	1125	1435
lp_0307	869	932	775	984	769	1201	1088	1235
lp_0308	1447	1581	1409	1655	1417	2168	1977	2219
lp_0310	960	927	18108	18980	1012	852	20483	20942
lp_0311	228	230	72	66	116	146	66	80
lp_0312	418	227	220	157	446	261	256	246
lp_0313	6661	6373	5410	8322	3010	3614	3509	4314
lp_0314	47	85	57	52	30	32	16	20
lp_0315	2318	2625	2175	2059	1861	2737	1748	1825
lp_0316	1311	1462	1201	1162	1070	1458	1020	1237
lp_0317	2048	2231	2057	2138	1596	2082	1589	1773
lp_0318	1842	2064	1780	2095	1369	1864	1519	1573
lp_0319	670	681	704	743	449	661	636	685
lp_0320	2270	3087	7000	8036	1959	2625	6322	5935
lp_0321	1004	1062	740	842	843	859	945	817
lp_0322	2003	2270	1409	1811	1517	1823	1617	1700
lp_0324	1495	989	1283	621	1509	817	706	629
lp_0325	2234	2063	594	680	981	1506	376	563
lp_0326	3973	3593	1426	1410	1999	2339	898	1130
lp_0327	1855	1509	717	639	1131	970	411	523
lp_0329	2062	2369	153	208	1789	2001	235	251
lp_0330	113192	135182	104334	104613	108737	108341	137364	117994
lp_0331	2485	3049	3661	3367	3052	3648	4061	3569
lp_0332	2887	3624	3190	3568	2257	3070	3543	3387
lp_0333	2333	3059	1969	3208	1485	3403	2633	3231
lp_0334	5523	6406	12983	12694	5444	5914	14748	13084
lp_0335	2744	3212	4064	4114	2411	2557	4334	3771
lp_0336	87	45	70	98	160	152	141	166
lp_0337	204	190	182	276	358	438	342	463
lp_0339	535	581	508	659	248	293	323	326
lp_0340	1830	1878	1534	1513	1810	1947	1776	1600
lp_0343	4786	4939	2765	2234	4871	4910	2506	2650
lp_0344	8025	8554	5075	4405	7640	7236	3699	4060
lp_0346	1	4	10	2	4	0	2	0
lp_0347	300	271	175	278	127	127	77	120
lp_0348	722	720	543	607	260	292	259	300
lp_0349	4141	4366	229	164	10099	11578	322	639
lp_0350	37	28	28	32	46	45	30	23
lp_0351	1505	1813	1334	1059	1579	1528	1153	988
lp_0353	30	34	21	21	13	10	10	18
lp_0354	537	658	576	684	772	863	861	1039
lp_0357	593	586	480	432	703	598	436	419
lp_0358	1116	1382	1334	1403	1025	1256	1915	1577
lp_0359	776	1001	755	792	850	1180	858	790
lp_0360	655	729	551	754	522	817	626	780
lp_0361	569	668	497	452	792	823	490	464
lp_0362	5754	6718	3447	3824	6185	7808	3480	3482
lp_0363	3719	5139	6767	8353	3227	4530	9777	9022
lp_0364	796	832	1159	1637	557	623	1331	1765
lp_0367	1698	1869	2875	3970	1180	1295	2907	3536
lp_0368	1651	1726	2500	3326	1327	1469	3203	4039
lp_0369	3876	4646	6472	7765	2745	3389	6743	8559
lp_0371	134	162	6893	6796	183	262	12115	13056
lp_0372	13	27	966	1002	58	36	2400	2449
lp_0373	70	38	59	73	56	97	80	99
lp_0423	1487	744	26	50	6634	5562	3224	5322
lp_0432	4378	5221	5241	5789	3335	4429	6180	5496
lp_0433	77	128	135	137	75	86	100	107
lp_0434	3200	3744	3028	2825	3041	2803	2808	2334
lp_0435	260	212	324	475	216	234	423	513
lp_0436	117	146	521	565	192	159	700	665
lp_0438	37	50	188	196	44	46	246	258
lp_0439	24	31	80	77	41	49	75	99
lp_0441	154	109	138	174	88	96	75	86
lp_0442	627	553	704	698	582	355	418	430
lp_0443	2134	2539	2303	2411	2250	2562	2406	2449
lp_0446	926	972	877	1089	770	962	1147	1282
lp_0447	1710	1611	1624	1802	1392	1430	1640	1765
lp_0448	2241	2035	2102	2488	2122	2001	2031	2404
lp_0449	1338	1306	1242	1458	1304	1327	1270	1526
lp_0450	1238	1305	984	1240	1048	1212	1187	1297
lp_0452	281	263	153	191	188	186	165	189
lp_0454	16592	17402	14287	16453	12931	13813	13895	14382
lp_0455	680	607	471	434	1036	830	905	696
lp_0456	2107	2646	1904	2443	5030	6582	6262	6434
lp_0457	1989	2372	1857	2002	5100	6401	6328	6337
lp_0458	2940	3225	2387	2518	6232	7078	7485	7110
lp_0459	6949	8489	7035	4860	8865	8451	7605	6948
lp_0460	1749	1745	1335	1557	1641	1937	1755	1832
lp_0461	990	1070	944	1197	758	926	1366	1307
lp_0463	998	1046	873	812	1035	1068	1031	946
lp_0464	773	823	600	661	852	1007	933	904
lp_0466	925	668	442	507	727	614	287	454
lp_0467	8252	8287	6289	6342	8394	9601	8126	8012
lp_0469	271	200	167	232	235	203	194	222
lp_0471	21429	21852	15914	15894	19286	18193	20725	18713
lp_0472	966	1147	3122	3114	546	551	1329	1313
lp_0473	3471	4176	4845	4601	3047	3240	3655	3220
lp_0475	2513	3259	2688	2970	2116	3200	2869	2860
lp_0476	3348	4299	3810	4164	2910	4134	4076	3915
lp_0477	1390	1720	1679	1749	1265	1782	1787	1667
lp_0479	1480	1705	1195	1527	1105	1487	1170	1332
lp_0480	14049	15487	11205	11430	12037	13110	14743	13398
lp_0481	14835	17036	11676	13789	21841	23198	36754	36839
lp_0502	357	259	1152	1299	617	372	1715	1702
lp_0505	534	455	1003	1408	693	800	1974	2656
lp_0506	383	256	675	944	441	427	1419	1661
lp_0507	423	377	868	950	420	389	1009	1200
lp_0509	155	153	311	306	209	155	418	342
lp_0510	9408	9604	7132	7210	9206	9068	7595	7464
lp_0511	11314	11533	7232	7018	13077	13949	8737	9307
lp_0512	18322	21190	9955	5646	16181	16075	5484	5209
lp_0513	339	511	617	870	306	584	599	683
lp_0514	768	687	467	626	605	598	487	585
lp_0515	4229	4585	3733	3826	3092	3294	3267	3295
lp_0516	3224	3173	2857	3338	2723	2940	3212	3521
lp_0517	3927	3911	3555	3829	3297	3591	3880	3753
lp_0518	8101	8563	6823	6850	6994	8611	7670	7887
lp_0520	52889	58849	17170	14026	46745	50886	16022	17233
lp_0522	1922	1702	1103	1685	1445	1908	935	1497
lp_0523	3541	3308	2300	2752	2865	3049	1970	2686
lp_0524	3640	3637	3679	2987	3359	2993	3491	3178
lp_0527	14	24	13	23	18	36	24	26
lp_0528	89	63	35	25	39	31	4	18
lp_0529	86	105	45	52	44	64	32	23
lp_0530	114	106	50	48	90	89	28	45
lp_0531	179	132	61	82	112	115	49	65
lp_0532	155	160	68	90	84	101	41	59
lp_0533	2133	2318	1005	691	1413	1345	587	428
lp_0535	806	1073	1256	1425	519	727	1070	1047
lp_0536	1520	1853	1480	1618	2038	2807	1953	2054
lp_0537	10239	11152	8817	8474	9578	9854	10562	8227
lp_0538	1271	1459	984	1003	774	1092	660	795
lp_0539	7398	7526	5493	5851	5972	7451	4156	5096
lp_0540	3201	2930	2441	2180	2821	2759	1731	1894
lp_0541	1427	1239	897	829	1202	1194	636	698
lp_0542	4351	3219	3949	3057	4314	2338	2609	2331
lp_0543	11099	10045	8215	8517	9798	9248	8514	9527
lp_0545	3450	3772	2624	3099	2614	3087	2560	3140
lp_0546	5747	5099	4316	4986	4345	3889	3995	4438
lp_0547	49824	53241	48988	50567	48089	49353	59514	57100
lp_0548	941	718	557	731	727	929	714	1106
lp_0549	1237	881	540	994	913	1055	683	1128
lp_0550	11593	8946	5277	7897	8973	8353	6512	9024
lp_0551	5783	6447	6291	5034	5713	5653	5687	4781
lp_0552	1218	1483	1164	1203	1138	1125	1333	1055
lp_0555	445	398	345	424	279	261	280	319
lp_0556	662	644	580	690	365	444	423	501
lp_0557	1066	1273	952	1205	602	785	770	926
lp_0558	212	263	129	125	136	140	85	89
lp_0559	5853	7000	5284	6834	4757	6183	8007	6264
lp_0561	1045	976	915	1102	1678	1535	1717	1837
lp_0562	4748	4901	5860	7456	4794	5159	8214	8214
lp_0563	3384	3537	3930	4669	3404	3577	5267	5432
lp_0564	3278	3996	3043	3372	2625	3621	3080	3149
lp_0565	3312	2603	2323	2996	2727	2472	2211	2669
lp_0566	4656	4535	4001	4654	3780	4007	4024	5022
lp_0568	4182	4437	2914	2313	3891	3475	2266	2221
lp_0569	2453	2407	1818	1938	1949	2497	1808	2290
lp_0570	747	783	616	694	556	748	560	663
lp_0571	8043	9412	6665	7253	4498	4793	7165	7381
lp_0572	5615	6214	4477	5053	3157	3636	5194	5253
lp_0574	82	129	142	160	56	54	222	207
lp_0575	15341	17022	540	604	21664	21034	642	680
lp_0576	11132	11935	372	377	13702	12237	425	411
lp_0583	3171	3209	2455	2120	886	641	701	545
lp_0585	5546	5832	8753	9235	4347	4933	7114	7474
lp_0586	1192	1287	1364	1325	1004	1002	1223	1253
lp_0587	2254	2450	2328	2795	1750	2421	2053	2358
lp_0588	3067	3288	2192	2572	2497	2967	1777	2030
lp_0589	1440	1474	1150	1244	1265	1322	898	919
lp_0590	6013	6943	4685	5272	4638	6545	3683	4335
lp_0591	4155	4818	3251	3430	3404	4528	2666	2951
lp_0592	4246	4888	3179	3554	3657	4702	2696	2892
lp_0593	10161	11000	7074	6833	9947	13944	5686	7692
lp_0594	858	1030	637	546	814	1071	637	745
lp_0595	2267	2543	1617	1472	2256	2290	2214	2076
lp_0597	370	342	216	245	1075	1108	1030	1127
lp_0600	1204	1062	297	276	1368	884	282	266
lp_0601	11067	13709	15917	18057	9317	11636	18947	18195
lp_0602	2816	3091	4210	4340	2450	2805	4681	4218
lp_0603	1609	1902	2250	2930	1330	2028	2807	3075
lp_0604	587	570	588	560	574	490	657	698
lp_0606	4512	3922	3077	3425	4026	4319	2699	3494
lp_0607	4264	3744	2471	2768	3867	3405	1681	2219
lp_0609	27738	33314	25341	27366	27519	31966	34898	32658
lp_0610	5690	5605	4299	5299	4078	5546	4203	5116
lp_0611	2373	2319	1700	2212	1885	2682	2150	2445
lp_0612	3469	3070	2499	3367	2706	3536	2602	3644
lp_0613	2993	2755	1986	2679	2455	2962	2015	2886
lp_0614	4288	4076	2494	3237	3238	4301	2355	3265
lp_0616	1334	751	1063	403	1931	489	531	320
lp_0617	2930	3091	2180	1842	2609	2392	1305	1448
lp_0618	7381	7521	5365	4475	6536	6921	3412	3871
lp_0619	111596	130596	70739	73719	100656	138852	63379	65988
lp_0620	87035	90462	62469	53287	87682	87916	51257	45334
lp_0621	56765	58306	40956	32518	70107	45341	28612	20367
lp_0622	14271	14594	10697	8033	19286	11715	8297	5528
lp_0688	1239	1652	869	935	1639	2211	1690	1578
lp_0689	499	702	352	409	767	1059	742	789
lp_0690	7221	6542	3556	4362	5062	4850	3452	4179
lp_0691	3306	3853	2710	2895	2168	2628	2537	2681
lp_0692	23053	24639	17587	15555	15739	15524	13668	13495
lp_0693	22751	25870	17687	15499	16685	19898	16148	18804
lp_0694	2400	2713	2607	2206	2080	2006	3203	2809
lp_0695	1781	2012	1647	1741	1879	2121	1913	2165
lp_0696	1858	2237	1642	1812	2022	2396	2258	2333
lp_0698	7710	7570	5174	6160	4964	6272	4025	5103
lp_0699	2605	2734	1615	1950	1721	2154	1123	1654
lp_0700	4222	4391	2718	3014	2885	3270	2392	2820
lp_0701	1218	1126	791	770	956	767	627	590
lp_0703	2560	2644	2064	2378	2587	3014	3361	3658
lp_0704	1041	1078	1010	971	1213	1013	1378	1290
lp_0705	4015	4266	3193	3806	4285	4767	4960	5458
lp_0706	1279	1438	973	1189	1370	1728	1540	1786
lp_0707	2007	1852	1320	1580	2092	2288	1795	2232
lp_0708	2469	2617	1725	2166	2494	3240	2526	3161
lp_0710	47	61	27	43	60	65	30	47
lp_0711	38	48	49	25	34	33	35	31
lp_0712	19	17	7	23	23	16	15	15
lp_0713	17	24	10	15	27	30	24	17
lp_0714	14	18	20	20	26	19	13	27
lp_0715	24	22	21	26	20	26	28	27
lp_0717	2005	2122	1857	1994	2205	2448	2633	2447
lp_0718	1886	2098	1722	1758	1647	1867	2028	2024
lp_0720	1583	1695	1216	1518	1352	1869	1632	1708
lp_0721	4302	4625	3409	3581	4076	4488	3771	4031
lp_0723	7326	8662	6138	6144	5795	7873	5122	5223
lp_0725	5122	5242	5333	5330	4899	3945	6446	5107
lp_0726	888	957	1106	1012	1338	952	1271	1086
lp_0727	4761	4688	4928	5131	5561	5325	7232	7864
lp_0728	29627	31062	29893	32394	32849	33047	43294	47542
lp_0729	6679	5280	3504	3765	7650	8335	4513	5663
lp_0730	2085	2269	1490	1267	2289	2352	1304	1518
lp_0733	69	57	15	26	52	46	6	23
lp_0734	495	628	612	681	445	525	531	587
lp_0735	24	29	20	23	14	32	33	31
lp_0737	38622	51226	104036	118360	40382	44633	144591	137565
lp_0739	22675	20974	13216	14167	20439	21988	15303	17079
lp_0742	4372	4676	3483	4176	3373	4026	3539	3869
lp_0743	4158	4612	3335	3884	3063	3198	2612	3022
lp_0744	7561	8592	5634	6098	6102	7337	6664	6931
lp_0746	66	64	29	41	55	60	52	60
lp_0747	280	187	93	97	126	202	157	220
lp_0748	340	318	145	148	238	311	254	275
lp_0749	470	396	177	209	348	369	330	331
lp_0750	1061	1099	571	672	879	870	724	924
lp_0751	2227	2526	1533	1643	2000	2172	1935	2085
lp_0752	1510	1698	1415	1400	1897	1622	1397	1462
lp_0753	1985	2043	2189	1708	2448	2030	2003	1896
lp_0754	2772	2973	5076	5389	3126	3385	5293	5438
lp_0755	6324	6705	9021	10281	6496	7503	10129	10374
lp_0756	9041	9137	13047	12893	11109	10807	14961	14963
lp_0757	12989	13704	16890	16465	14410	12760	21354	18690
lp_0758	1636	1801	1470	1527	2054	2353	2166	2219
lp_0761	4101	3953	4200	5549	5187	6737	8127	9919
lp_0762	335	404	468	487	401	498	636	559
lp_0763	311	255	373	368	424	278	443	370
lp_0764	20519	21948	36053	38198	13218	12479	25705	25767
lp_0765	364	369	630	608	460	470	738	709
lp_0766	954	849	1110	1365	773	802	901	1176
lp_0769	231	330	335	422	150	309	436	398
lp_0770	822	759	482	418	610	594	465	385
lp_0771	586	536	374	426	377	369	301	371
lp_0772	3818	3695	2669	2862	2370	3013	2054	2516
lp_0773	6646	6725	4487	4835	5255	5830	4084	5015
lp_0774	2162	2212	2071	2289	2037	1803	2290	2452
lp_0775	467	446	431	483	404	412	422	383
lp_0776	645	716	524	583	544	631	599	559
lp_0778	1050	1182	2208	2096	1456	1371	2923	2747
lp_0779	2327	2211	2493	3495	2382	2616	3554	4149
lp_0780	3975	3835	5129	6108	4736	4910	6866	7465
lp_0781	3053	3025	4121	3947	3714	3444	5278	4981
lp_0783	1238	1140	447	457	1217	988	759	717
lp_0785	1336	1652	1209	1576	791	1207	1087	1221
lp_0786	8227	10330	11360	11196	10096	10795	15540	13073
lp_0787	1433	1349	1195	1280	576	627	706	645
lp_0788	41785	45313	26495	21397	35776	33169	25105	21220
lp_0789	304949	348490	249034	244029	306306	302566	299871	263591
lp_0790	67821	66177	49372	47299	65260	57881	56282	53590
lp_0791	50466	48444	35005	34777	53891	41002	37036	35541
lp_0792	121495	124998	84736	84304	112802	104656	96665	92109
lp_0793	1995	2064	1132	1343	1983	2697	1206	1675
lp_0794	2296	2104	1331	1346	2116	1873	1239	1337
lp_0795	2209	2428	2562	2296	2489	2041	2589	2034
lp_0796	4119	4190	4073	4485	3516	3739	4918	4104
lp_0797	21540	23501	20601	20692	22394	21920	25934	24343
lp_0799	5646	6559	4498	4938	5348	5786	5614	5670
lp_0802	5868	5823	985	808	12770	12784	1024	1526
lp_0803	5987	6099	1003	877	10550	13016	994	1423
lp_0804	2386	2975	2895	3048	1423	1595	3073	2593
lp_0805	2781	3329	3376	3845	2045	2442	3983	3669
lp_0806	2451	2194	6402	5978	2063	1748	4767	4675
lp_0807	4136	4393	10424	11510	3009	3642	9714	9818
lp_0809	241	261	344	350	216	246	296	419
lp_0810	479	499	582	676	431	533	641	843
lp_0811	857	1038	840	964	842	1006	1349	1246
lp_0812	1097	1130	1078	1233	805	1134	1521	1355
lp_0813	1291	1260	1315	1527	1086	1233	1446	1639
lp_0814	3469	3745	3523	3877	3396	3437	4303	4218
lp_0815	3744	3610	2723	3153	3778	4402	3119	3566
lp_0816	1801	1654	1122	1193	1501	1602	1083	1158
lp_0817	2273	2330	2166	2011	2647	3013	2018	1721
lp_0818	2950	2846	2186	2452	2569	2581	2230	2498
lp_0819	4063	3657	3151	3177	4068	3583	3172	3184
lp_0820	8759	9185	6964	6449	8346	8103	7402	7251
lp_0822	21432	19131	7309	6761	24805	27663	5256	11745
lp_0823	718	803	1983	1956	989	962	2742	2942
lp_0824	2955	3210	3468	3682	2408	2411	4234	4110
lp_0825	151	196	209	189	131	144	256	202
lp_0826	452	394	482	615	428	443	571	594
lp_0827	636	545	593	531	606	522	466	481
lp_0828	464	316	206	266	226	267	122	268
lp_0829	510	479	206	315	346	406	231	363
lp_0830	47	88	63	67	53	53	89	80
lp_0835	86	92	26	25	32	42	15	38
lp_0836	3333	3311	2046	1089	4746	3857	2048	2074
lp_0837	4383	5221	4047	3880	4861	5417	4655	4090
lp_0838	2849	3072	929	566	3330	3340	409	395
lp_0840	133	130	116	161	101	165	169	159
lp_0841	2423	3208	2279	2341	2005	2856	2688	2697
lp_0842	4665	5472	4201	4709	3632	5033	5170	5497
lp_0843	2483	2502	2206	2735	1974	2531	2399	2818
lp_0844	609	790	987	1076	549	1069	1475	1500
lp_0845	48	36	32	33	38	45	28	32
lp_0846	303	372	452	459	230	312	527	377
lp_0848	1345	1074	576	400	1068	724	423	439
lp_0849	109	123	2026	2126	85	114	2032	1804
lp_0850	58	57	199	195	43	48	186	227
lp_0853	4224	5296	5807	7126	4240	5566	8806	8497
lp_0854	1920	1945	1659	1901	1069	1169	1381	1464
lp_0856	6547	6249	4890	5004	4339	3673	4495	4793
lp_0857	4725	5625	8714	9397	4064	5947	9030	9353
lp_0858	431	489	701	885	253	267	625	573
